Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Bwd IAT Total,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Idle Mean,Label
192.168.1.26-190.81.208.223-54386-8080-6,192.168.1.26,54386,190.81.208.223,8080,6,07/07/2026 09:00:04,104877.95387336174,13,16,4479.832239811562,7285.624597207892,516.9037199782572,137.84099199420191,344.6024799855048,683.02730598824,136.60546119764797,455.35153732549327,112182.36438161288,276.51187813043134,3745.641209762919,1498.2564839051677,62926.77232401704,2097.5590774672346,94390.15848602557,83902.3630986894,0,0,0,0,260,320,123.95360054122784,152.5582775892035,136.60546119764797,683.02730598824,405.7054081730846,55.37452866999425,1,1,0,0,28,0,1.2307692307692308,405.7054081730846,344.6024799855048,455.35153732549327,13,4479.832239811562,16,7285.624597207892,8192,0,11,20,10487.795387336175,20975.59077467235,BENIGN
192.168.1.31-181.85.213.161-35605-4444-6,192.168.1.31,35605,181.85.213.161,4444,6,07/07/2026 09:00:04,685752.9835957844,6,7,342.915111836719,431.6515437007046,85.72877795917975,22.861007455781266,57.15251863945316,92.49675936443671,18.499351872887342,61.664506242957806,1129.512629279336,18.95726349134315,57146.08196631537,22858.432786526148,411451.7901574706,13715.05967191569,617177.6852362059,548602.3868766276,1,0,0,0,120,140,8.74950622677376,10.207757264569388,18.499351872887342,92.49675936443671,59.58205042595567,2.2559938017523216,0,1,0,3,13,0,1.1666666666666667,59.58205042595567,57.15251863945316,61.664506242957806,6,342.915111836719,7,431.6515437007046,65535,0,4,20,68575.29835957845,137150.5967191569,Botnet
81.128.98.70-192.168.1.6-57671-793-6,81.128.98.70,57671,192.168.1.6,793,6,07/07/2026 09:00:04,546.207509642556,1,0,35.68819288066738,0.0,53.53228932100107,14.275277152266952,35.68819288066738,33.49803526426973,6.699607052853946,22.332023509513157,65338.1585764394,1830.8060258168375,546.207509642556,218.48300385702242,327.7245057855336,10.92415019285112,491.58675867830044,436.96600771404485,0,0,0,0,20,0,1830.8060258168375,0.0,6.699607052853946,53.53228932100107,35.68819288066738,6.678084685577112,0,1,0,0,0,0,0.0,35.68819288066738,35.68819288066738,22.332023509513157,1,35.68819288066738,0,0.0,65535,8192,0,20,54.620750964255606,109.24150192851121,PortScan
192.168.1.35-42.184.185.30-42982-8080-6,192.168.1.35,42982,42.184.185.30,8080,6,07/07/2026 09:00:05,169271.4644744845,14,18,2041.862509154435,12033.14621577704,218.77098312368946,58.33892883298386,145.84732208245964,1002.7621846480868,200.55243692961733,668.5081230987245,83150.51074100622,189.04544897361356,5460.369821757565,2184.147928703026,101562.8786846907,3385.42928948969,152344.31802703606,135417.1715795876,1,0,0,0,280,360,82.70738392595594,106.33806504765764,58.33892883298386,1002.7621846480868,439.8440226541086,261.3304005081324,1,1,0,4,31,0,1.2857142857142858,439.8440226541086,145.84732208245964,668.5081230987245,14,2041.862509154435,18,12033.14621577704,65535,8192,12,20,16927.14644744845,33854.2928948969,BENIGN
192.168.1.57-203.186.143.57-49727-8080-6,192.168.1.57,49727,203.186.143.57,8080,6,07/07/2026 09:00:05,887475.1105461433,15,12,4564.582314725851,9531.750012302744,456.4582314725851,121.72219505935603,304.30548764839006,1191.468751537843,238.2937503075686,794.3125010252287,15883.636802336749,30.423388418616575,34133.658097928586,13653.463239171435,532485.066327686,17749.502210922867,798727.5994915289,709980.0884369146,1,0,0,0,300,240,16.901882454786985,13.52150596382959,121.72219505935603,1191.468751537843,522.0863824825406,245.00350668841932,1,1,0,2,26,0,0.8,522.0863824825406,304.30548764839006,794.3125010252287,15,4564.582314725851,12,9531.750012302744,8192,8192,13,20,88747.51105461433,177495.02210922865,BENIGN
192.168.1.25-71.246.97.21-40130-80-6,192.168.1.25,40130,71.246.97.21,80,6,07/07/2026 09:00:06,100035.22111871836,16,14,3776.5668660370175,11506.846083543445,354.0531436909704,94.41417165092544,236.0354291273136,1232.8763660939405,246.5752732187881,821.9175773959604,152780.31855842686,299.8943738465578,3449.490383404081,1379.7961533616326,60021.13267123101,2000.7044223743671,90031.69900684652,80028.17689497469,1,0,0,0,320,280,159.9436660514975,139.9507077950603,94.41417165092544,1232.8763660939405,509.44709831934875,292.9410741343234,1,1,0,1,29,0,0.875,509.44709831934875,236.0354291273136,821.9175773959604,16,3776.5668660370175,14,11506.846083543445,8192,0,14,20,10003.522111871836,20007.044223743673,BENIGN
192.168.1.53-110.72.58.36-52045-22-6,192.168.1.53,52045,110.72.58.36,22,6,07/07/2026 09:00:06,244548.24651367025,7,22,1683.8512194561276,20651.98081526278,360.82526131202735,96.2200696832073,240.55017420801823,1408.089601040644,281.61792020812885,938.7264006937628,91335.07335727445,118.58600670186732,8733.865946916794,3493.5463787667177,146728.94790820216,4890.964930273405,220093.42186230322,195638.59721093622,1,0,0,0,140,440,28.624208514243836,89.96179818762349,96.2200696832073,1408.089601040644,770.2011046454795,349.0881132428723,1,1,0,2,28,0,3.142857142857143,770.2011046454795,240.55017420801823,938.7264006937628,7,1683.8512194561276,22,20651.98081526278,8192,8192,5,20,24454.824651367027,48909.649302734055,BENIGN
192.168.1.39-107.201.150.110-39984-80-6,192.168.1.39,39984,107.201.150.110,80,6,07/07/2026 09:00:06,61316.49454487663,8,19,2027.9626347626734,10023.500408870548,380.24299401800124,101.39813173813367,253.49532934533417,791.3289796476749,158.26579592953496,527.5526530984499,196545.20587136524,440.3382841828817,2358.326713264486,943.3306853057944,36789.896726925974,1226.3298908975326,55184.84509038897,49053.195635901306,1,0,0,0,160,380,130.47060272085383,309.86768146202786,101.39813173813367,791.3289796476749,446.3504830975267,137.02866187655786,1,1,0,1,26,0,2.375,446.3504830975267,253.49532934533417,527.5526530984499,8,2027.9626347626734,19,10023.500408870548,65535,8192,6,20,6131.649454487663,12263.298908975326,BENIGN
192.168.1.19-42.184.185.30-53447-80-6,192.168.1.19,53447,42.184.185.30,80,6,07/07/2026 09:00:07,154601.63327104022,12,18,2260.2833107210367,6791.85855100383,282.5354138401296,75.34277702403456,188.3569425600864,565.9882125836525,113.1976425167305,377.3254750557683,58551.3986508479,194.0471091104544,5331.090802449663,2132.4363209798653,92760.97996262413,3092.0326654208043,139141.46994393622,123681.30661683218,1,0,0,0,240,360,77.61884364418175,116.42826546627263,75.34277702403456,565.9882125836525,301.7380620574956,94.48426624784096,1,1,0,1,29,0,1.5,301.7380620574956,188.3569425600864,377.3254750557683,12,2260.2833107210367,18,6791.85855100383,65535,0,10,20,15460.163327104023,30920.326654208046,BENIGN
192.168.1.39-48.17.24.56-33797-53-17,192.168.1.39,33797,48.17.24.56,53,17,07/07/2026 09:00:07,818686.3299359105,12,13,3155.7040689776595,8352.827964523607,394.46300862220744,105.19013563258866,262.97533908147165,963.7878420604161,192.7575684120832,642.5252280402774,14057.315497624337,30.536725832416284,34111.93041399627,13644.772165598508,491211.7979615463,16373.72659871821,736817.6969423195,654949.0639487285,1,0,0,0,240,260,14.657628399559817,15.879097432856469,105.19013563258866,963.7878420604161,460.3412813400506,189.77494447940288,1,0,0,1,0,0,1.0833333333333333,460.3412813400506,262.97533908147165,642.5252280402774,12,3155.7040689776595,13,8352.827964523607,65535,0,10,20,81868.63299359106,163737.26598718212,BENIGN
48.17.24.56-192.168.1.5-34719-80-6,48.17.24.56,34719,192.168.1.5,80,6,07/07/2026 09:00:08,14577.61993655575,241,1,165482.10363350963,44.43756893366223,1029.9715993786906,274.65909316765084,686.6477329191271,66.65635340049334,13.331270680098667,44.43756893366223,11354839.94800541,16600.789501525258,60.48804952927697,24.19521981171079,8746.571961933449,291.552398731115,13119.857942900175,11662.0959492446,1,0,0,0,4820,20,16532.191197799948,68.59830372531098,13.331270680098667,1029.9715993786906,683.9939719109227,321.10508199273244,0,216,1,1,4,0,0.004149377593360996,683.9939719109227,686.6477329191271,44.43756893366223,241,165482.10363350963,1,44.43756893366223,29200,8192,239,20,1457.761993655575,2915.52398731115,DDoS
192.168.1.40-198.236.221.93-54689-8080-6,192.168.1.40,54689,198.236.221.93,8080,6,07/07/2026 09:00:08,148314.9127526193,13,20,4803.636885110334,20335.690608775134,554.2657944358078,147.80421184954875,369.5105296238719,1525.1767956581352,305.035359131627,1016.7845304387567,169499.66141177193,222.49954092642116,4634.841023519353,1853.9364094077414,88988.94765157158,2966.298255052386,133483.4214773574,118651.93020209545,0,0,0,0,260,400,87.65133430434773,134.84820662207343,147.80421184954875,1525.1767956581352,761.7978028450142,323.63700040744243,1,1,0,0,32,0,1.5384615384615385,761.7978028450142,369.5105296238719,1016.7845304387567,13,4803.636885110334,20,20335.690608775134,29200,29200,11,20,14831.491275261931,29662.982550523862,BENIGN
192.168.1.37-141.236.235.165-37103-22-6,192.168.1.37,37103,141.236.235.165,22,6,07/07/2026 09:00:08,20912.99947568854,13,16,1990.5773552725232,4384.241967555055,229.682002531445,61.248534008385334,153.12133502096333,411.02268445828645,82.20453689165728,274.01512297219097,304825.6817602055,1386.69730440689,746.8928384174478,298.7571353669791,12547.799685413123,418.2599895137708,18821.699528119687,16730.39958055083,1,0,0,0,260,320,621.6229295617093,765.0743748451807,61.248534008385334,411.02268445828645,219.8213559595717,60.44689397561382,1,1,0,2,28,0,1.2307692307692308,219.8213559595717,153.12133502096333,274.01512297219097,13,1990.5773552725232,16,4384.241967555055,29200,29200,11,20,2091.299947568854,4182.599895137708,BENIGN
192.168.1.70-71.246.97.21-58478-8080-6,192.168.1.70,58478,71.246.97.21,8080,6,07/07/2026 09:00:09,79808.3041715126,12,16,3487.825162967315,11364.545649653654,435.9781453709144,116.26083876557716,290.6520969139429,1065.4261546550301,213.085230931006,710.2841031033533,186100.56894207868,350.8406836940978,2955.8631174634297,1182.345246985372,47884.98250290756,1596.166083430252,71827.47375436134,63846.64333721009,1,0,0,0,240,320,150.3602930117562,200.4803906823416,116.26083876557716,1065.4261546550301,530.4418147364631,209.81600309470522,1,1,0,1,27,0,1.3333333333333333,530.4418147364631,290.6520969139429,710.2841031033533,12,3487.825162967315,16,11364.545649653654,8192,0,10,20,7980.830417151261,15961.660834302522,BENIGN
192.168.1.62-63.107.25.92-35858-80-6,192.168.1.62,35858,63.107.25.92,80,6,07/07/2026 09:00:09,1377014.7599272635,14,18,4521.793536449508,16503.661173417477,484.47787890530446,129.19410104141454,322.9852526035363,1375.3050977847897,275.06101955695794,916.8700651898598,15268.86662491373,23.238676106631058,44419.830965395595,17767.932386158238,826208.855956358,27540.29519854527,1239313.283934537,1101611.807941811,1,0,0,0,280,360,10.166920796651087,13.07175530997997,129.19410104141454,1375.3050977847897,657.0454596833433,296.94240629316175,1,1,0,3,31,0,1.2857142857142858,657.0454596833433,322.9852526035363,916.8700651898598,14,4521.793536449508,18,16503.661173417477,65535,0,12,20,137701.47599272637,275402.95198545273,BENIGN
148.162.17.99-10.0.0.10-51609-453-6,148.162.17.99,51609,10.0.0.10,453,6,07/07/2026 09:00:10,2215.1932129620154,3,1,128.63542948357036,52.89380729644542,64.31771474178518,17.15139059780938,42.878476494523454,79.34071094466813,15.868142188933625,52.89380729644542,81947.36049109072,1805.7115634854508,738.3977376540051,295.3590950616021,1329.1159277772092,44.30386425924031,1993.673891665814,1772.1545703696124,0,0,0,0,60,20,1354.2836726140881,451.4278908713627,15.868142188933625,79.34071094466813,45.38230919500394,5.007665400960981,0,3,1,0,0,0,0.3333333333333333,45.38230919500394,42.878476494523454,52.89380729644542,3,128.63542948357036,1,52.89380729644542,29200,0,1,20,221.51932129620155,443.0386425924031,PortScan
192.168.1.62-123.225.197.199-56658-80-6,192.168.1.62,56658,123.225.197.199,80,6,07/07/2026 09:00:10,633112.3839595098,14,19,4293.775207189297,11219.078343956558,460.04734362742477,122.67929163397994,306.69822908494984,885.7167113649915,177.1433422729983,590.477807576661,24502.52742511189,52.123447331130535,19784.76199873468,7913.904799493873,379867.4303757059,12662.247679190195,569801.1455635588,506489.90716760786,1,0,0,0,280,380,22.112977655631138,30.0104696754994,122.67929163397994,885.7167113649915,470.0864712468441,141.88978924585558,1,1,0,3,32,0,1.3571428571428572,470.0864712468441,306.69822908494984,590.477807576661,14,4293.775207189297,19,11219.078343956558,65535,29200,12,20,63311.23839595098,126622.47679190197,BENIGN
192.168.1.22-179.32.152.109-45961-53-17,192.168.1.22,45961,179.32.152.109,53,17,07/07/2026 09:00:10,171858.60451230235,11,20,3516.625116926184,13177.071893396456,479.5397886717524,127.87727697913397,319.6931924478349,988.2803920047342,197.65607840094683,658.8535946698228,97136.23043603638,180.38084324012357,5728.620150410078,2291.448060164031,103115.1627073814,3437.172090246047,154672.74406107212,137486.8836098419,0,0,0,0,220,400,64.0061056658503,116.37473757427327,127.87727697913397,988.2803920047342,538.5063551716981,169.58020111099393,1,0,0,0,0,0,1.8181818181818181,538.5063551716981,319.6931924478349,658.8535946698228,11,3516.625116926184,20,13177.071893396456,8192,0,9,20,17185.860451230237,34371.720902460474,BENIGN
192.168.1.23-71.246.97.21-39046-443-6,192.168.1.23,39046,71.246.97.21,443,6,07/07/2026 09:00:11,164863.96873902058,17,13,3054.1535464073777,4625.637231312245,269.48413644770983,71.86243638605595,179.65609096513987,533.7273728437206,106.7454745687441,355.81824856248033,46582.59070468406,181.9682022060864,5684.964439276571,2273.985775710629,98918.38124341234,3297.2793747804117,148377.57186511852,131891.17499121648,0,0,0,0,340,260,103.11531458344895,78.85288762263744,71.86243638605595,533.7273728437206,255.9930259239874,88.08107879867023,1,1,0,0,29,0,0.7647058823529411,255.9930259239874,179.65609096513987,355.81824856248033,17,3054.1535464073777,13,4625.637231312245,29200,29200,15,20,16486.39687390206,32972.79374780412,BENIGN
192.168.1.78-203.186.143.57-37361-8080-6,192.168.1.78,37361,203.186.143.57,8080,6,07/07/2026 09:00:11,16332.41127173228,13,19,2846.3506362016356,13295.930562203308,328.42507340788103,87.58001957543495,218.95004893858734,1049.6787285949981,209.9357457189996,699.785819063332,988358.7260837345,1959.2942810217362,526.851976507493,210.7407906029972,9799.446763039368,326.6482254346456,14699.170144559053,13065.929017385824,0,0,0,0,260,380,795.9633016650804,1163.330979356656,87.58001957543495,1049.6787285949981,504.4462874501545,240.41788506237236,1,1,0,0,31,0,1.4615384615384615,504.4462874501545,218.95004893858734,699.785819063332,13,2846.3506362016356,19,13295.930562203308,8192,0,11,20,1633.241127173228,3266.482254346456,BENIGN
95.205.87.27-192.168.1.5-19278-80-6,95.205.87.27,19278,192.168.1.5,80,6,07/07/2026 09:00:12,15748.219554580204,395,3,302651.8676068441,25.258413274832698,1149.3108896462436,306.48290390566495,766.2072597641624,12.629206637416349,2.52584132748327,8.4194710916109,19219767.985269703,25272.6982006195,39.66805933143628,15.867223732574514,9448.931732748122,314.9643910916041,14173.397599122183,12598.575643664164,1,0,0,0,7900,60,25082.200475489204,190.49772513029774,2.52584132748327,1149.3108896462436,760.4952915078366,378.8938943362757,0,355,1,1,3,0,0.007594936708860759,760.4952915078366,766.2072597641624,8.4194710916109,395,302651.8676068441,3,25.258413274832698,65535,0,393,20,1574.8219554580205,3149.643910916041,DDoS
192.168.1.69-71.246.97.21-35238-8080-6,192.168.1.69,35238,71.246.97.21,8080,6,07/07/2026 09:00:12,173537.2651733269,10,16,3223.9045571093156,11719.150527541478,483.5856835663974,128.95618228437263,322.3904557109316,1098.6703619570135,219.73407239140272,732.4469079713424,86108.62381475158,149.82372791245456,6941.4906069330755,2776.59624277323,104122.35910399613,3470.7453034665377,156183.5386559942,138829.8121386615,1,0,0,0,200,320,57.62451073555944,92.1992171768951,128.95618228437263,1098.6703619570135,574.7328878711844,205.0282261302054,1,1,0,2,25,0,1.6,574.7328878711844,322.3904557109316,732.4469079713424,10,3223.9045571093156,16,11719.150527541478,29200,8192,8,20,17353.72651733269,34707.45303466538,BENIGN
192.168.1.22-179.32.152.109-54137-22-6,192.168.1.22,54137,179.32.152.109,22,6,07/07/2026 09:00:12,187732.97998076404,16,16,5803.424183149514,11313.103489418405,544.0710171702669,145.08560457873784,362.7140114468446,1060.6034521329755,212.12069042659508,707.0689680886503,91174.85736561446,170.45486628550222,6055.902580024646,2422.3610320098587,112639.78798845843,3754.659599615281,168959.68198268765,150186.38398461122,1,0,0,0,320,320,85.22743314275111,85.22743314275111,145.08560457873784,1060.6034521329755,534.8914897677474,172.17747832090285,1,1,0,3,31,0,1.0,534.8914897677474,362.7140114468446,707.0689680886503,16,5803.424183149514,16,11313.103489418405,29200,29200,14,20,18773.297998076403,37546.595996152806,BENIGN
192.168.1.11-99.139.155.7-61734-6667-6,192.168.1.11,61734,99.139.155.7,6667,6,07/07/2026 09:00:13,143116.76889231673,19,10,2009.1830388097462,927.6086149126161,158.61971359024312,42.298590290731504,105.74647572682875,139.1412922368924,27.82825844737848,92.76086149126161,20520.248440852167,202.63174067198267,5111.3131747255975,2044.525269890239,85870.06133539004,2862.3353778463347,128805.09200308505,114493.41511385339,1,0,0,0,380,200,132.75872664716107,69.87301402482161,27.82825844737848,158.61971359024312,101.26867771456422,6.4928071177835704,0,1,0,6,29,0,0.5263157894736842,101.26867771456422,105.74647572682875,92.76086149126161,19,2009.1830388097462,10,927.6086149126161,29200,8192,17,20,14311.676889231674,28623.353778463348,Botnet
192.168.1.31-83.146.187.63-32850-8088-6,192.168.1.31,32850,83.146.187.63,8088,6,07/07/2026 09:00:13,602144.6079763483,20,7,1645.959070557497,742.513916096977,123.44693029181228,32.91918141114994,82.29795352787485,159.11012487792365,31.82202497558473,106.07341658528243,3966.61027104687,44.83972727205844,23159.40799909032,9263.763199636129,361286.7647858089,12042.892159526966,541930.1471787135,481715.6863810786,1,0,0,0,400,140,33.21461279411736,11.625114477941077,31.82202497558473,159.11012487792365,88.46196246868422,11.887731528703789,0,1,0,4,27,0,0.35,88.46196246868422,82.29795352787485,106.07341658528243,20,1645.959070557497,7,742.513916096977,29200,0,18,20,60214.46079763483,120428.92159526965,Botnet
128.164.68.207-10.0.0.10-41921-188-6,128.164.68.207,41921,10.0.0.10,188,6,07/07/2026 09:00:14,2061.180815539816,2,0,93.21485800886725,0.0,69.91114350665043,18.64297160177345,46.60742900443363,73.94831396655941,14.789662793311882,49.298875977706274,45224.00815401272,970.3175892776815,2061.180815539816,824.4723262159265,1236.7084893238896,41.223616310796324,1855.0627339858347,1648.944652431853,0,0,0,0,40,0,970.3175892776815,0.0,14.789662793311882,73.94831396655941,46.60742900443363,1.3457234866363237,0,2,0,0,0,0,0.0,46.60742900443363,46.60742900443363,49.298875977706274,2,93.21485800886725,0,0.0,65535,29200,0,20,206.11808155398163,412.23616310796325,PortScan
